ccode1,country,year,IdealPointDistance
770,AVG_UKO_FRA_USA,2018,2.2831570666666665
770,AVG_UKO_FRA_USA,2019,2.0216534333333334
770,AVG_UKO_FRA_USA,2020,2.0791933333333334
771,AVG_UKO_FRA_USA,2017,2.6819155333333335
771,AVG_UKO_FRA_USA,2018,2.4906527666666665
771,AVG_UKO_FRA_USA,2019,2.489985133333333
771,AVG_UKO_FRA_USA,2020,2.628903133333333
775,AVG_UKO_FRA_USA,2017,2.6436147333333335
775,AVG_UKO_FRA_USA,2018,2.7556601666666665
775,AVG_UKO_FRA_USA,2019,2.6328305333333333
775,AVG_UKO_FRA_USA,2020,2.7962966333333332
780,AVG_UKO_FRA_USA,2017,2.6562935333333333
780,AVG_UKO_FRA_USA,2018,2.5128989666666666
780,AVG_UKO_FRA_USA,2019,2.5680033333333334
780,AVG_UKO_FRA_USA,2020,2.6926064333333333
781,AVG_UKO_FRA_USA,2017,2.564909233333333
781,AVG_UKO_FRA_USA,2018,2.4305878666666665
781,AVG_UKO_FRA_USA,2019,2.480998733333333
781,AVG_UKO_FRA_USA,2020,2.3692316333333334
790,AVG_UKO_FRA_USA,2017,2.728303933333333
790,AVG_UKO_FRA_USA,2018,2.5251886666666667
790,AVG_UKO_FRA_USA,2019,2.5207183333333334
790,AVG_UKO_FRA_USA,2020,2.500866933333333
800,AVG_UKO_FRA_USA,2017,2.5128086333333335
800,AVG_UKO_FRA_USA,2018,2.2820964666666668
800,AVG_UKO_FRA_USA,2019,2.4055329333333333
800,AVG_UKO_FRA_USA,2020,2.2579025333333336
811,AVG_UKO_FRA_USA,2017,2.9784533333333334
811,AVG_UKO_FRA_USA,2018,3.2346636666666666
811,AVG_UKO_FRA_USA,2019,3.0901773333333336
811,AVG_UKO_FRA_USA,2020,3.0305003333333334
812,AVG_UKO_FRA_USA,2017,3.1257053333333333
812,AVG_UKO_FRA_USA,2018,2.9716906666666665
812,AVG_UKO_FRA_USA,2019,2.7804883333333335
812,AVG_UKO_FRA_USA,2020,2.792717033333333
816,AVG_UKO_FRA_USA,2017,2.8947840333333335
816,AVG_UKO_FRA_USA,2018,2.798785966666667
816,AVG_UKO_FRA_USA,2019,2.6917702333333335
816,AVG_UKO_FRA_USA,2020,2.7203277333333333
820,AVG_UKO_FRA_USA,2017,2.6760171333333336
820,AVG_UKO_FRA_USA,2018,2.6447760666666666
820,AVG_UKO_FRA_USA,2019,2.6148206333333333
820,AVG_UKO_FRA_USA,2020,2.6075521333333334
830,AVG_UKO_FRA_USA,2017,2.6951130333333335
830,AVG_UKO_FRA_USA,2018,2.3459324666666665
830,AVG_UKO_FRA_USA,2019,2.3799151333333333
830,AVG_UKO_FRA_USA,2020,2.277715333333333
835,AVG_UKO_FRA_USA,2017,2.8742170333333332
835,AVG_UKO_FRA_USA,2018,2.8613284666666665
835,AVG_UKO_FRA_USA,2019,2.704737833333333
835,AVG_UKO_FRA_USA,2020,2.7610262333333333
840,AVG_UKO_FRA_USA,2017,2.7394146333333333
840,AVG_UKO_FRA_USA,2018,2.2683767666666665
840,AVG_UKO_FRA_USA,2019,2.342401333333333
840,AVG_UKO_FRA_USA,2020,2.356825833333333
850,AVG_UKO_FRA_USA,2017,2.9724543333333333
850,AVG_UKO_FRA_USA,2018,2.9863916666666666
850,AVG_UKO_FRA_USA,2019,2.7502654333333334
850,AVG_UKO_FRA_USA,2020,2.8784226333333334
860,AVG_UKO_FRA_USA,2017,2.3739694333333334
860,AVG_UKO_FRA_USA,2018,2.2291717666666666
860,AVG_UKO_FRA_USA,2019,2.276553333333333
860,AVG_UKO_FRA_USA,2020,2.292489333333333
900,AVG_UKO_FRA_USA,2017,0.7256203333333333
900,AVG_UKO_FRA_USA,2018,0.4767716666666667
900,AVG_UKO_FRA_USA,2019,0.4873773333333334
900,AVG_UKO_FRA_USA,2020,0.5534043333333334
910,AVG_UKO_FRA_USA,2017,2.0645187333333332
910,AVG_UKO_FRA_USA,2018,1.8502407166666668
910,AVG_UKO_FRA_USA,2019,1.8155743633333334
910,AVG_UKO_FRA_USA,2020,1.6444717333333334
920,AVG_UKO_FRA_USA,2017,1.3065010333333333
920,AVG_UKO_FRA_USA,2018,1.1965918666666666
920,AVG_UKO_FRA_USA,2019,1.1819153333333334
920,AVG_UKO_FRA_USA,2020,1.2439193333333334
935,AVG_UKO_FRA_USA,2017,2.0428079133333332
935,AVG_UKO_FRA_USA,2018,1.8124860666666667
935,AVG_UKO_FRA_USA,2019,1.8898872833333333
935,AVG_UKO_FRA_USA,2020,2.0786292333333334
940,AVG_UKO_FRA_USA,2017,1.9024870433333332
940,AVG_UKO_FRA_USA,2018,1.6566307666666666
940,AVG_UKO_FRA_USA,2019,2.0199960333333333
940,AVG_UKO_FRA_USA,2020,1.8406593733333334
946,AVG_UKO_FRA_USA,2017,2.3975398333333335
946,AVG_UKO_FRA_USA,2018,1.4472980666666668
946,AVG_UKO_FRA_USA,2019,1.9048634663333333
946,AVG_UKO_FRA_USA,2020,1.9948704033333333
947,AVG_UKO_FRA_USA,2017,1.8846776733333335
947,AVG_UKO_FRA_USA,2018,1.8374124566666667
947,AVG_UKO_FRA_USA,2019,1.9938159033333334
947,AVG_UKO_FRA_USA,2020,1.8246667333333333
950,AVG_UKO_FRA_USA,2017,2.3715941333333332
950,AVG_UKO_FRA_USA,2018,1.8355269366666667
950,AVG_UKO_FRA_USA,2019,2.0498248333333335
950,AVG_UKO_FRA_USA,2020,1.9666493733333335
955,AVG_UKO_FRA_USA,2017,1.8926266133333334
955,AVG_UKO_FRA_USA,2018,1.7630901666666667
955,AVG_UKO_FRA_USA,2019,1.7988954333333333
955,AVG_UKO_FRA_USA,2020,1.8250440333333333
970,AVG_UKO_FRA_USA,2017,1.5585118333333332
970,AVG_UKO_FRA_USA,2018,1.4767636666666666
970,AVG_UKO_FRA_USA,2019,1.5799332333333334
970,AVG_UKO_FRA_USA,2020,1.5415474333333332
983,AVG_UKO_FRA_USA,2017,1.0021938333333333
983,AVG_UKO_FRA_USA,2018,1.0833212666666667
983,AVG_UKO_FRA_USA,2019,0.9051213333333333
983,AVG_UKO_FRA_USA,2020,1.0560070333333333
986,AVG_UKO_FRA_USA,2017,1.2856968333333334
986,AVG_UKO_FRA_USA,2018,1.6780976666666667
986,AVG_UKO_FRA_USA,2019,1.7303986333333334
986,AVG_UKO_FRA_USA,2020,1.6856784333333334
987,AVG_UKO_FRA_USA,2017,0.42029733333333325
987,AVG_UKO_FRA_USA,2018,0.456577
987,AVG_UKO_FRA_USA,2019,0.6436713333333334
987,AVG_UKO_FRA_USA,2020,0.4915203333333334
990,AVG_UKO_FRA_USA,2017,2.0801617333333335
990,AVG_UKO_FRA_USA,2018,1.8590414966666666
990,AVG_UKO_FRA_USA,2019,1.8946283433333333
990,AVG_UKO_FRA_USA,2020,1.9173964433333333
