reporter_iso,reporter_name,partner_iso,partner_name,section_code,section_name,HS2,imp_sum_hs2,exp_sum_hs2_5yr,imp_rank_hs2_5yr,exp_rank_hs2_5yr,tbal_HS2_5yr,import_factor,export_factor,trade_share,impTop5,expTop5,impTop10,expTop10,mean_total_rai
ind,India,rus,Russian Federation,06,Product of the chemicals or allied industries,31,2178063658,709,4,47,-2178062949,0.9999996744816128,3.255183872166988e-7,0.05013405843387341,1,0,1,0,24.18502042
ind,India,rus,Russian Federation,02,Vegetable products,07,558224669,111493401,1,13,-446731268,0.8335218863065768,0.16647811369342327,0.01541537769237144,1,0,1,0,24.18502042
ind,India,rus,Russian Federation,05,Mineral products,25,604761577,16256881,3,20,-588504696,0.9738222257477571,0.02617777425224292,0.014294424046232037,1,0,1,0,24.18502042
ind,India,rus,Russian Federation,15,Base metals and articles of base metal,72,873324453,450203445,26,9,-423121008,0.6598458969544139,0.34015410304558613,0.03046458405110745,0,0,0,1,24.18502042
ind,India,rus,Russian Federation,15,Base metals and articles of base metal,75,210088439,1652069,8,19,-208436370,0.9921976715008165,0.007802328499183538,0.0048737820432329035,0,0,1,0,24.18502042
ind,India,rus,Russian Federation,99,NA,99,1812897042,7095607,6,33,-1805801435,0.996101299088269,0.0038987009117309904,0.041892066734401545,0,0,1,0,24.18502042
ind,India,rus,Russian Federation,15,Base metals and articles of base metal,74,96840817,14277668,23,29,-82563149,0.871509515271019,0.12849048472898097,0.0025576932915653753,0,0,0,0,24.18502042
ind,India,rus,Russian Federation,07,"Plastics and articles thereof, rubber and articles thereof",40,555519500,179334635,10,22,-376184865,0.7559588679459496,0.24404113205405042,0.016914660880847834,0,0,1,0,24.18502042
ind,India,rus,Russian Federation,16,"Machinery and mechanical appliances, electrical equipment, parts thereof, sound recorders and reproducers, television image and souch recorders and reproducers, and parts and accessories of such articles",84,466293473,1056949283,12,29,590655810,0.30611894995941147,0.6938810500405885,0.03506156314538265,0,0,0,0,24.18502042
ind,India,rus,Russian Federation,06,Product of the chemicals or allied industries,28,535906369,87324840,14,17,-448581529,0.8598837177295465,0.1401162822704535,0.014345356511596415,0,0,0,0,24.18502042
ind,India,rus,Russian Federation,07,"Plastics and articles thereof, rubber and articles thereof",39,557500559,165536158,6,31,-391964401,0.7710542852002908,0.22894571479970913,0.016642650956106474,0,0,1,0,24.18502042
ind,India,rus,Russian Federation,02,Vegetable products,09,48547224,603554431,3,2,555007207,0.07444732524103163,0.9255526747589684,0.01500988812448423,1,1,1,1,24.18502042
ind,India,rus,Russian Federation,06,Product of the chemicals or allied industries,29,388700361,794987177,14,3,406286816,0.32838088475338834,0.6716191152466117,0.02724577891115178,0,1,0,1,24.18502042
ind,India,rus,Russian Federation,10,"Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof",49,340740298,17451068,1,17,-323289230,0.9512800428584312,0.04871995714156885,0.008244745722683657,1,0,1,0,24.18502042
ind,India,rus,Russian Federation,15,Base metals and articles of base metal,76,107168333,9109722,41,35,-98058611,0.9216557070893557,0.07834429291064424,0.0026764547881459127,0,0,0,0,24.18502042
ind,India,rus,Russian Federation,17,"Vehicles, aircraft, vessels and associated transport equipment",89,402989865,460544,1,40,-402529321,0.9988584867192438,0.0011415132807561486,0.009286505342280423,1,0,1,0,24.18502042
ind,India,rus,Russian Federation,02,Vegetable products,10,128387933,189418143,47,3,61030210,0.4039819962410033,0.5960180037589967,0.007315168746261398,0,1,0,1,24.18502042
ind,India,rus,Russian Federation,16,"Machinery and mechanical appliances, electrical equipment, parts thereof, sound recorders and reproducers, television image and souch recorders and reproducers, and parts and accessories of such articles",85,221987721,1252577000,15,19,1030589279,0.1505445761983614,0.8494554238016386,0.033941106152416224,0,0,0,0,24.18502042
ind,India,rus,Russian Federation,11,Textile and textile articles,59,45076806,5241767,3,26,-39835039,0.8958283852763471,0.10417161472365284,0.0011582184242634574,1,0,1,0,24.18502042
ind,India,rus,Russian Federation,15,Base metals and articles of base metal,73,93510162,137270487,20,26,43760325,0.4051906535716519,0.594809346428348,0.005312042526231379,0,0,0,0,24.18502042
ind,India,rus,Russian Federation,10,"Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof",47,95564255,0,7,37,-95564255,1,0,0.002199670504209474,0,0,1,0,24.18502042
ind,India,rus,Russian Federation,06,Product of the chemicals or allied industries,38,76605517,251608874,10,15,175003357,0.2334008474357238,0.7665991525642762,0.007554744343894854,0,0,1,0,24.18502042
ind,India,rus,Russian Federation,17,"Vehicles, aircraft, vessels and associated transport equipment",86,10079061,1861365,22,30,-8217696,0.8441123457404284,0.15588765425957166,2.7484128746565247e-4,0,0,0,0,24.18502042
ind,India,rus,Russian Federation,15,Base metals and articles of base metal,81,49174894,4059363,16,15,-45115531,0.9237452867990625,0.0762547132009375,0.0012253307990148276,0,0,0,0,24.18502042
ind,India,rus,Russian Federation,08,"Raw hides and skins, leather, furskins and articles thereof, saddlery and harness, travel goods, handbags and similar containers, articles of animal gut (other than silk-worm gut)",41,45226025,49397026,5,2,4171001,0.47795991063530596,0.522040089364694,0.0021780061415537515,1,1,1,1,24.18502042
ind,India,rus,Russian Federation,11,Textile and textile articles,51,23386028,287462,2,26,-23098566,0.9878572191932833,0.012142780806716711,5.449095761244405e-4,1,0,1,0,24.18502042
ind,India,rus,Russian Federation,09,"Wood and articles of wood, wood charcoal, cork and articles of cork, manufacturers of straw, of esparto or of other plaiting materials, basketwork and wickerwork",44,82411202,4676370,41,27,-77734832,0.9463026710630996,0.053697328936900435,0.0020045566557455913,0,0,0,0,24.18502042
ind,India,rus,Russian Federation,18,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus, clocks and watches, musical instruments, parts and accessories thereof",90,104687148,177581710,8,26,72894562,0.3708774277890762,0.6291225722109238,0.006497183295150394,0,0,1,0,24.18502042
ind,India,rus,Russian Federation,15,Base metals and articles of base metal,78,12642458,680,16,37,-12641778,0.999946215884063,5.3784115937040315e-5,2.9101610993828147e-4,0,0,0,0,24.18502042
ind,India,rus,Russian Federation,15,Base metals and articles of base metal,79,13713134,440162,6,27,-13272972,0.9689003889977289,0.03109961100227113,3.2577649193776413e-4,0,0,1,0,24.18502042
ind,India,rus,Russian Federation,06,Product of the chemicals or allied industries,32,29427377,133813924,9,17,104386547,0.18026918935178052,0.8197308106482195,0.003757441261677607,0,0,1,0,24.18502042
ind,India,rus,Russian Federation,13,"Articles of stone, plaster, cement, asbestos, mica, or similar materials, ceramic products, glass and glassware",68,8432620,58484737,36,12,50052117,0.12601543722057043,0.8739845627794296,0.0015402844548158242,0,0,0,0,24.18502042
ind,India,rus,Russian Federation,02,Vegetable products,12,2837967,196572317,42,7,193734350,0.014231798596706277,0.9857682014032937,0.004589968497644171,0,0,0,1,24.18502042
ind,India,rus,Russian Federation,06,Product of the chemicals or allied industries,34,7102285,22898333,26,28,15796048,0.2367379565314288,0.7632620434685712,6.905455865548873e-4,0,0,0,0,24.18502042
ind,India,rus,Russian Federation,04,"Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactured tobacco substitutes",22,2982384,792678,51,59,-2189706,0.7900225214844153,0.20997747851558465,8.68932901005928e-5,0,0,0,0,24.18502042
ind,India,rus,Russian Federation,15,Base metals and articles of base metal,82,2494393,75008474,39,17,72514081,0.03218452550923052,0.9678154744907694,0.0017839386759366232,0,0,0,0,24.18502042
ind,India,rus,Russian Federation,17,"Vehicles, aircraft, vessels and associated transport equipment",88,135471702,283585603,10,6,148113901,0.3232772711121215,0.6767227288878784,0.009645740380459341,0,0,1,1,24.18502042
ind,India,rus,Russian Federation,03,Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetble waxes,15,607376570,48808794,7,13,-558567776,0.9256173686921795,0.07438263130782051,0.015103885762357038,0,0,1,0,24.18502042
ind,India,rus,Russian Federation,20,Miscellaneous manufactured articles,94,2542300,19276826,51,38,16734526,0.11651704105838154,0.8834829589416184,5.022263595298268e-4,0,0,0,0,24.18502042
ind,India,rus,Russian Federation,11,Textile and textile articles,54,626893,63577626,28,7,62950733,0.009764001191255712,0.9902359988087442,0.0014778411308836842,0,0,0,1,24.18502042
ind,India,rus,Russian Federation,04,"Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactured tobacco substitutes",21,686161,283244871,61,7,282558710,0.0024166467299002385,0.9975833532700997,0.006535442737665421,0,0,0,1,24.18502042
ind,India,rus,Russian Federation,06,Product of the chemicals or allied industries,35,174279,5265062,34,34,5090783,0.03204046225452679,0.9679595377454732,1.2520118489949266e-4,0,0,0,0,24.18502042
ind,India,rus,Russian Federation,05,Mineral products,26,253558131,305552,15,39,-253252579,0.9987963934171711,0.001203606582828943,0.005843361156167483,0,0,0,0,24.18502042
ind,India,rus,Russian Federation,21,"Works of art, collectors' pieces and antiques",97,5269320,5437444,11,13,168124,0.4921487015124271,0.5078512984875729,2.464452107781497e-4,0,0,0,0,24.18502042
ind,India,rus,Russian Federation,17,"Vehicles, aircraft, vessels and associated transport equipment",87,5791139,485271641,59,25,479480502,0.01179307256803295,0.988206927431967,0.011303141670294045,0,0,0,0,24.18502042
ind,India,rus,Russian Federation,01,Live animals and animal products,05,746908,539824,26,24,-207084,0.5804689710056173,0.41953102899438266,2.9617626666188787e-5,0,0,0,0,24.18502042
ind,India,rus,Russian Federation,02,Vegetable products,11,999523,136206,44,37,-863317,0.8800717424667328,0.11992825753326718,2.6141883092954806e-5,0,0,0,0,24.18502042
ind,India,rus,Russian Federation,13,"Articles of stone, plaster, cement, asbestos, mica, or similar materials, ceramic products, glass and glassware",70,10306402,18707586,34,28,8401184,0.3552218329999999,0.6447781670000001,6.678356213114165e-4,0,0,0,0,24.18502042
ind,India,rus,Russian Federation,06,Product of the chemicals or allied industries,33,1440030,52923436,60,30,51483406,0.0264889291643031,0.9735110708356969,0.0012513226066251928,0,0,0,0,24.18502042
ind,India,rus,Russian Federation,15,Base metals and articles of base metal,83,1487861,17930581,31,30,16442720,0.0766210286077534,0.9233789713922466,4.4696810648607506e-4,0,0,0,0,24.18502042
ind,India,rus,Russian Federation,11,Textile and textile articles,56,74698,18714314,61,23,18639616,0.003975621496223431,0.9960243785037766,4.3248006798816003e-4,0,0,0,0,24.18502042
ind,India,rus,Russian Federation,20,Miscellaneous manufactured articles,95,1522935,13970170,32,35,12447235,0.09829759754419788,0.9017024024558021,3.566158297066233e-4,0,0,0,0,24.18502042
ind,India,rus,Russian Federation,20,Miscellaneous manufactured articles,96,521739,36984745,38,17,36463006,0.013910634758512688,0.9860893652414873,8.633134488560035e-4,0,0,0,0,24.18502042
ind,India,rus,Russian Federation,12,"Footwear, headgear, umbrellas, sun umbrellas, walking-sticks, seat-sticks, whips, riding-crops and parts thereof, prepared feathers and articles made therewith, artificial flowers, articles of human hair.",65,3645,884072,61,34,880427,0.004106038298241444,0.9958939617017586,2.0433214291110436e-5,0,0,0,0,24.18502042
ind,India,rus,Russian Federation,18,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus, clocks and watches, musical instruments, parts and accessories thereof",92,2972,445277,69,27,442305,0.0066302434584349325,0.9933697565415651,1.0317666410326671e-5,0,0,0,0,24.18502042
ind,India,rus,Russian Federation,19,"Arms and ammunition, parts and accessories thereof",93,90011,39843859,54,2,39753848,0.0022540014278606105,0.9977459985721394,9.191863208470112e-4,0,1,0,1,24.18502042
ind,India,rus,Russian Federation,06,Product of the chemicals or allied industries,30,3663834,2039360888,41,7,2035697054,0.0017933380641685646,0.9982066619358314,0.04702575476943927,0,0,0,1,24.18502042
ind,India,rus,Russian Federation,11,Textile and textile articles,61,191847,177072221,48,14,176880374,0.001082266711830172,0.9989177332881698,0.0040802132746787225,0,0,0,0,24.18502042
ind,India,rus,Russian Federation,18,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus, clocks and watches, musical instruments, parts and accessories thereof",91,90880,82007,38,41,-8873,0.5256612700781436,0.4743387299218565,3.979463183815574e-6,0,0,0,0,24.18502042
ind,India,rus,Russian Federation,01,Live animals and animal products,04,187981,22270467,35,24,22082486,0.008370168766782104,0.9916298312332179,5.169420892353763e-4,0,0,0,0,24.18502042
ind,India,rus,Russian Federation,11,Textile and textile articles,62,170337,182514215,58,13,182343878,9.324105302565485e-4,0.9990675894697435,0.00420498041458202,0,0,0,0,24.18502042
ind,India,rus,Russian Federation,02,Vegetable products,08,0,214614151,74,20,214614151,0,1,0.004939926730351827,0,0,0,0,24.18502042
ind,India,rus,Russian Federation,02,Vegetable products,14,0,1064822,41,3,1064822,0,1,2.450976618436821e-5,0,1,0,1,24.18502042
ind,India,rus,Russian Federation,11,Textile and textile articles,60,0,193012,59,41,193012,0,1,4.442694638894836e-6,0,0,0,0,24.18502042
ind,India,rus,Russian Federation,04,"Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactured tobacco substitutes",19,50403,3530148,65,41,3479745,0.014076883697509127,0.9859231163024909,8.241609191132957e-5,0,0,0,0,24.18502042
ind,India,rus,Russian Federation,04,"Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactured tobacco substitutes",20,76177,105511879,46,12,105435702,7.21454706960416e-4,0.9992785452930396,0.002430395469310342,0,0,0,0,24.18502042
ind,India,rus,Russian Federation,11,Textile and textile articles,55,94206,66903611,30,7,66809405,0.0014061055153483583,0.9985938944846516,0.001542136459927659,0,0,0,1,24.18502042
ind,India,rus,Russian Federation,12,"Footwear, headgear, umbrellas, sun umbrellas, walking-sticks, seat-sticks, whips, riding-crops and parts thereof, prepared feathers and articles made therewith, artificial flowers, articles of human hair.",67,2873,1679408,50,10,1676535,0.0017078003020898412,0.9982921996979102,3.8722259651289266e-5,0,0,0,1,24.18502042
ind,India,rus,Russian Federation,02,Vegetable products,06,565,334391,39,41,333826,0.0016867887125473196,0.9983132112874527,7.709920758635e-6,0,0,0,0,24.18502042
ind,India,rus,Russian Federation,04,"Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactured tobacco substitutes",17,149,1485395,109,41,1485246,1.0029995745666234e-4,0.9998997000425434,3.419382403499467e-5,0,0,0,0,24.18502042
ind,India,rus,Russian Federation,01,Live animals and animal products,01,465,182,83,72,-283,0.7187017001545595,0.28129829984544047,1.4892459698697278e-8,0,0,0,0,24.18502042
ind,India,rus,Russian Federation,11,Textile and textile articles,52,4077,22474436,58,13,22470359,1.813732073825346e-4,0.9998186267926175,5.174039396277323e-4,0,0,0,0,24.18502042
ind,India,rus,Russian Federation,11,Textile and textile articles,63,136928,59308649,56,12,59171721,0.002303417796752145,0.9976965822032479,0.0013683011742477678,0,0,0,0,24.18502042
ind,India,rus,Russian Federation,01,Live animals and animal products,03,597515,385462387,68,6,384864872,0.0015477261349975684,0.9984522738650025,0.008886215659687821,0,0,0,1,24.18502042
ind,India,rus,Russian Federation,06,Product of the chemicals or allied industries,37,203,768618,64,21,768415,2.64040654456629e-4,0.9997359593455434,1.7696500398782287e-5,0,0,0,0,24.18502042
ind,India,rus,Russian Federation,12,"Footwear, headgear, umbrellas, sun umbrellas, walking-sticks, seat-sticks, whips, riding-crops and parts thereof, prepared feathers and articles made therewith, artificial flowers, articles of human hair.",64,249705,134239318,45,13,133989613,0.001856694282030735,0.9981433057179693,0.0030956296057877454,0,0,0,0,24.18502042
ind,India,rus,Russian Federation,08,"Raw hides and skins, leather, furskins and articles thereof, saddlery and harness, travel goods, handbags and similar containers, articles of animal gut (other than silk-worm gut)",42,44199,69375786,49,9,69331587,6.366898523530364e-4,0.999363310147647,0.0015978892254971708,0,0,0,1,24.18502042
ind,India,rus,Russian Federation,11,Textile and textile articles,50,239037,263188,3,11,24151,0.4759559958186072,0.5240440041813929,1.1560070436133293e-5,1,0,1,0,24.18502042
ind,India,rus,Russian Federation,13,"Articles of stone, plaster, cement, asbestos, mica, or similar materials, ceramic products, glass and glassware",69,982429,59017431,33,12,58035002,0.016373854872328036,0.983626145127672,0.0013810595007379889,0,0,0,0,24.18502042
ind,India,rus,Russian Federation,09,"Wood and articles of wood, wood charcoal, cork and articles of cork, manufacturers of straw, of esparto or of other plaiting materials, basketwork and wickerwork",46,0,115968,47,18,115968,0,1,2.669318031435125e-6,0,0,0,0,24.18502042
ind,India,rus,Russian Federation,11,Textile and textile articles,58,2925,1640088,49,27,1637163,0.0017802658895577819,0.9982197341104422,3.78184001343674e-5,0,0,0,0,24.18502042
ind,India,rus,Russian Federation,08,"Raw hides and skins, leather, furskins and articles thereof, saddlery and harness, travel goods, handbags and similar containers, articles of animal gut (other than silk-worm gut)",43,453,287151,57,33,286698,0.0015750824049735053,0.9984249175950265,6.61998605747161e-6,0,0,0,0,24.18502042
ind,India,rus,Russian Federation,04,"Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactured tobacco substitutes",24,347,136377265,88,6,136376918,2.544405895595239e-6,0.9999974555941044,0.0031391006035773944,0,0,0,1,24.18502042
ind,India,rus,Russian Federation,11,Textile and textile articles,53,165871,14929020,31,3,14763149,0.010988552351918274,0.9890114476480817,3.474498545188999e-4,0,1,0,1,24.18502042
ind,India,rus,Russian Federation,11,Textile and textile articles,57,8077,47446476,55,6,47438399,1.702049537796721e-4,0.9998297950462204,0.0010922952365876259,0,0,0,1,24.18502042
ind,India,rus,Russian Federation,02,Vegetable products,13,1667,198962943,45,3,198961276,8.378374425482e-6,0.9999916216255745,0.0045797101018423825,0,1,0,1,24.18502042
ind,India,rus,Russian Federation,04,"Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactured tobacco substitutes",18,4846,250986,93,52,246140,0.01894211826511148,0.9810578817348885,5.888667310103743e-6,0,0,0,0,24.18502042
ind,India,rus,Russian Federation,04,"Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactured tobacco substitutes",23,193261,9506834,64,33,9313573,0.019923619304759388,0.9800763806952406,2.2327399360283612e-4,0,0,0,0,24.18502042
ind,India,rus,Russian Federation,04,"Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactured tobacco substitutes",16,11596,11346118,70,16,11334522,0.0010209801021578814,0.9989790198978421,2.614285904394588e-4,0,0,0,0,24.18502042
ind,India,rus,Russian Federation,01,Live animals and animal products,02,121396,207182594,43,6,207061198,5.855941315938974e-4,0.9994144058684061,0.004771663549388166,0,0,0,1,24.18502042
idn,Indonesia,rus,Russian Federation,15,Base metals and articles of base metal,72,1931170012,12220578,15,43,-1918949434,0.9937117231796414,0.006288276820358588,0.1736231390233361,0,0,0,0,12.98266392
idn,Indonesia,rus,Russian Federation,06,Product of the chemicals or allied industries,31,1218007681,0,8,51,-1218007681,1,0,0.1088171971285269,0,0,1,0,12.98266392
idn,Indonesia,rus,Russian Federation,19,"Arms and ammunition, parts and accessories thereof",93,189841577,0,2,36,-189841577,1,0,0.016960507417029515,1,0,1,0,12.98266392
idn,Indonesia,rus,Russian Federation,17,"Vehicles, aircraft, vessels and associated transport equipment",88,154284679,384926,8,52,-153899753,0.997511301590251,0.0024886984097489614,0.013818232150439444,0,0,1,0,12.98266392
idn,Indonesia,rus,Russian Federation,15,Base metals and articles of base metal,76,276952836,739316,31,55,-276213520,0.9973376417206058,0.0026623582793942266,0.024809105982336457,0,0,0,0,12.98266392
idn,Indonesia,rus,Russian Federation,05,Mineral products,25,230507208,74746,10,69,-230432462,0.9996758375982884,3.2416240171162747e-4,0.020600265773446237,0,0,1,0,12.98266392
idn,Indonesia,rus,Russian Federation,05,Mineral products,27,582110137,357761,64,63,-581752376,0.9993857841758689,6.142158241311352e-4,0.05203786894485495,0,0,0,0,12.98266392
idn,Indonesia,rus,Russian Federation,10,"Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof",48,145610855,49371456,16,26,-96239399,0.746790076767528,0.2532099232324721,0.017419782242459225,0,0,0,0,12.98266392
idn,Indonesia,rus,Russian Federation,01,Live animals and animal products,03,44052265,52359802,23,17,8307537,0.456916508179417,0.543083491820583,0.008613485008316416,0,0,0,0,12.98266392
idn,Indonesia,rus,Russian Federation,06,Product of the chemicals or allied industries,29,56475532,129493094,34,18,73017562,0.3036831169575883,0.6963168830424117,0.016614496731702705,0,0,0,0,12.98266392
idn,Indonesia,rus,Russian Federation,10,"Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof",47,35893176,28000,17,29,-35865176,0.9992205154975995,7.794845024004782e-4,0.003209209392399972,0,0,0,0,12.98266392
idn,Indonesia,rus,Russian Federation,07,"Plastics and articles thereof, rubber and articles thereof",40,79281034,210723735,32,19,131442701,0.27337838020174077,0.7266216197982592,0.02590911913673384,0,0,0,0,12.98266392
idn,Indonesia,rus,Russian Federation,02,Vegetable products,09,20424113,263151241,7,7,242727128,0.07202358283929004,0.92797641716071,0.025334713137174215,0,0,1,1,12.98266392
idn,Indonesia,rus,Russian Federation,06,Product of the chemicals or allied industries,33,11386667,1006471,30,53,-10380196,0.9187880422214293,0.0812119577785707,0.0011072069263798326,0,0,0,0,12.98266392
idn,Indonesia,rus,Russian Federation,06,Product of the chemicals or allied industries,28,27306100,2227843,53,52,-25078257,0.9245666926356565,0.07543330736434346,0.0026385719462582577,0,0,0,0,12.98266392
idn,Indonesia,rus,Russian Federation,15,Base metals and articles of base metal,73,9003142,43064759,50,39,34061617,0.17291156023362647,0.8270884397663735,0.004651762986037871,0,0,0,0,12.98266392
idn,Indonesia,rus,Russian Federation,15,Base metals and articles of base metal,78,1913914,0,30,44,-1913914,1,0,1.7098969101250473e-4,0,0,0,0,12.98266392
idn,Indonesia,rus,Russian Federation,07,"Plastics and articles thereof, rubber and articles thereof",39,12388143,51140946,49,42,38752803,0.19499953792820798,0.805000462071792,0.00567570920031721,0,0,0,0,12.98266392
idn,Indonesia,rus,Russian Federation,18,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus, clocks and watches, musical instruments, parts and accessories thereof",90,18347128,3663647,28,59,-14683481,0.8335521125448786,0.1664478874551214,0.001966449702649003,0,0,0,0,12.98266392
idn,Indonesia,rus,Russian Federation,16,"Machinery and mechanical appliances, electrical equipment, parts thereof, sound recorders and reproducers, television image and souch recorders and reproducers, and parts and accessories of such articles",84,32877670,625108900,48,33,592231230,0.049967083674671356,0.9500329163253286,0.05878473133833485,0,0,0,0,12.98266392
idn,Indonesia,rus,Russian Federation,15,Base metals and articles of base metal,74,2866250,21126,59,71,-2845124,0.9926833221582503,0.007316677841749741,2.5795909851587996e-4,0,0,0,0,12.98266392
idn,Indonesia,rus,Russian Federation,15,Base metals and articles of base metal,79,6827420,0,11,54,-6827420,1,0,6.099638939955479e-4,0,0,0,0,12.98266392
idn,Indonesia,rus,Russian Federation,16,"Machinery and mechanical appliances, electrical equipment, parts thereof, sound recorders and reproducers, television image and souch recorders and reproducers, and parts and accessories of such articles",85,18604751,254797624,62,37,236192873,0.06804897360529513,0.9319510263947048,0.024425855928393306,0,0,0,0,12.98266392
idn,Indonesia,rus,Russian Federation,17,"Vehicles, aircraft, vessels and associated transport equipment",87,15960420,22182079,43,43,6221659,0.4184419064938561,0.5815580935061438,0.0034076631021324735,0,0,0,0,12.98266392
idn,Indonesia,rus,Russian Federation,11,Textile and textile articles,54,978039,3934714,25,31,2956675,0.19908165543840695,0.800918344561593,4.3890692972137495e-4,0,0,0,0,12.98266392
idn,Indonesia,rus,Russian Federation,09,"Wood and articles of wood, wood charcoal, cork and articles of cork, manufacturers of straw, of esparto or of other plaiting materials, basketwork and wickerwork",44,10236641,37458474,70,12,27221833,0.2146266132286294,0.7853733867713706,0.004261096881393772,0,0,0,0,12.98266392
idn,Indonesia,rus,Russian Federation,02,Vegetable products,10,681733540,0,10,65,-681733540,1,0,0.06090629325949914,0,0,1,0,12.98266392
idn,Indonesia,rus,Russian Federation,13,"Articles of stone, plaster, cement, asbestos, mica, or similar materials, ceramic products, glass and glassware",68,9843035,981822,32,45,-8861213,0.9092993099123619,0.0907006900876381,9.670961985149536e-4,0,0,0,0,12.98266392
idn,Indonesia,rus,Russian Federation,13,"Articles of stone, plaster, cement, asbestos, mica, or similar materials, ceramic products, glass and glassware",69,160412,781753,58,47,621341,0.1702589249229169,0.8297410750770831,8.417332347890058e-5,0,0,0,0,12.98266392
idn,Indonesia,rus,Russian Federation,04,"Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactured tobacco substitutes",22,197734,2267662,95,48,2069928,0.08020374820110035,0.9197962517988997,2.2025926988541026e-4,0,0,0,0,12.98266392
idn,Indonesia,rus,Russian Federation,06,Product of the chemicals or allied industries,32,196022,326372,78,64,130350,0.3752378472953365,0.6247621527046635,4.667084761738845e-5,0,0,0,0,12.98266392
idn,Indonesia,rus,Russian Federation,02,Vegetable products,11,422741,1060,58,59,-421681,0.9974988260999856,0.0025011739000143935,3.786251735490232e-5,0,0,0,0,12.98266392
idn,Indonesia,rus,Russian Federation,15,Base metals and articles of base metal,82,913418,770828,65,54,-142590,0.5423305146635349,0.4576694853364651,1.5047107818274335e-4,0,0,0,0,12.98266392
idn,Indonesia,rus,Russian Federation,20,Miscellaneous manufactured articles,95,120312,45279101,62,17,45158789,0.002650078317091897,0.9973499216829081,0.004055998127930038,0,0,0,0,12.98266392
idn,Indonesia,rus,Russian Federation,06,Product of the chemicals or allied industries,38,5105134,64845613,51,29,59740479,0.07298183677723985,0.9270181632227602,0.006249422187007301,0,0,0,0,12.98266392
idn,Indonesia,rus,Russian Federation,01,Live animals and animal products,01,541860,37198,21,42,-504662,0.9357611845445534,0.0642388154554466,5.1733227563160604e-5,0,0,0,0,12.98266392
idn,Indonesia,rus,Russian Federation,15,Base metals and articles of base metal,83,83870,173513,64,62,89643,0.3258567970689595,0.6741432029310405,2.299467982462718e-5,0,0,0,0,12.98266392
idn,Indonesia,rus,Russian Federation,04,"Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactured tobacco substitutes",23,96012,18996394,69,29,18900382,0.005028805693740223,0.9949711943062598,0.0017057216795662142,0,0,0,0,12.98266392
idn,Indonesia,rus,Russian Federation,20,Miscellaneous manufactured articles,94,468660,31786634,70,33,31317974,0.01452970789849257,0.9854702921015074,0.0028816983179899922,0,0,0,0,12.98266392
idn,Indonesia,rus,Russian Federation,18,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus, clocks and watches, musical instruments, parts and accessories thereof",91,145089,0,30,69,-145089,1,0,1.2962297824935341e-5,0,0,0,0,12.98266392
idn,Indonesia,rus,Russian Federation,11,Textile and textile articles,63,118402,1311659,59,50,1193257,0.08279506958094794,0.917204930419052,1.2776210870448385e-4,0,0,0,0,12.98266392
idn,Indonesia,rus,Russian Federation,20,Miscellaneous manufactured articles,96,64870,5432530,64,36,5367660,0.01180012369483756,0.9881998763051625,4.91139480338272e-4,0,0,0,0,12.98266392
idn,Indonesia,rus,Russian Federation,13,"Articles of stone, plaster, cement, asbestos, mica, or similar materials, ceramic products, glass and glassware",70,171794,153603,84,57,-18191,0.5279520093916047,0.4720479906083953,2.9071072413073943e-5,0,0,0,0,12.98266392
idn,Indonesia,rus,Russian Federation,08,"Raw hides and skins, leather, furskins and articles thereof, saddlery and harness, travel goods, handbags and similar containers, articles of animal gut (other than silk-worm gut)",41,4960,125484,54,48,120524,0.038023979638772194,0.9619760203612278,1.1653908824761806e-5,0,0,0,0,12.98266392
idn,Indonesia,rus,Russian Federation,04,"Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactured tobacco substitutes",24,130070,5688097,55,37,5558027,0.022355838187525384,0.9776441618124746,5.197969070653914e-4,0,0,0,0,12.98266392
